Perfil,Unidade,Serie,Curso,Questão 1. Sei iniciar os procedimentos administrativos,Questão 1. Sei acompanhar os procedimentos administrativos,Questão 1. Sei obter informações para realizar os procedimentos administrativos,Questão 1.As informações são de simples localização,Questão 1. As informações são de simples compreensão,Questão 1. O pedido de esclarecimentos sobre os procedimentos administrativos é respondido de forma satisfatória (clara e rápida).,Questão 2. Você tem conhecimento sobre como é a jornada de trabalho dos Docentes e/ou dos Técnicos Administrativos em Educação?,Questão 3. Os horários de funcionamento dos setores são amplamente divulgados e de fácil acesso.,Questão 3. O horário de atendimento dos docentes é amplamente divulgado e de fácil acesso.,Questão 3. O horário de atendimento dos técnicos administrativos é amplamente divulgado e de fácil acesso,Questão 3. Considero que a flexibilização de 30 horas é benéfica ao desenvolvimento de atividades na instituição.,Questão 3. Considero que a normativa docente é benéfica ao desenvolvimento de atividades na instituição,Questão 4. Você conhece o organograma administrativo do IFSULDEMINAS da sua unidade?,Questão 5.Conheço as instâncias consultivas,Questão 5. Conheço as instâncias deliberativas?,Questão 6.  Você já participou de alguma consulta ou eleição? ,Questão 8. Como você avalia a facilidade de acesso,Questão 8. Como você avalia a segurança no Campus,Questão 9.  Como você avalia os serviços de segurança no campus?,Questão 10. Como você avalia o serviço prestado pela biblioteca,Questão 10. Como você avalia a quantidade de livros básicos e periódicos recomendados nas unidades curriculares,"Questão 10. Como você avalia a biblioteca quanto ao acesso a computadores, internet e bases de dados disponíveis",Questão 11.  Como você avalia o ambiente para as aulas quanto à adequação ao número de estudantes,Questão 11.  Como você avalia o ambiente para as aulas quanto à acústica,Questão 11.  Como você avalia o ambiente para as aulas quanto à luminosidade,Questão 11.  Como você avalia o ambiente para as aulas quanto à ventilação,Questão 12.  Como você avalia a manutenção/conservação das instalações físicas do seu campus?,Questão 13. Como você avalia o número de equipamentos nos laboratórios de informática?,Questão 14. Como você avalia o número de recursos multimídias?,Questão 15. Como você avalia a adequação dos laboratórios de ensino em relação ao número de alunos?,16. Como você avalia a quantidade de material disponibilizado para as atividades de laboratório ?,Questão 17. As instalações da cantina são adequadas?,Questão 17. Os serviços prestados na cantina são adequados?,Questão17. A diversidade de produtos na cantina,Questão17. A qualidade dos produtos na cantina,Questão 17. As instalações sanitárias e higiene da cantina,Questão18. Como você avalia o espaço físico do campus em relação às necessidades da comunidade acadêmica?,Questão 19. Como você avalia as instalações do campus em relação ao atendimento das pessoas com necessidades específicas?,Questão 20. Como você avalia os serviços de limpeza no campus?,Questão 21. Você já participou de outras avaliações da CPA?,Questão 22. Você já acessou os resultados de outras avaliações da CPA?,Questão 23. Como você considera a divulgação dos resultados deste processo avaliativo?,Questão 24. Há interesse em conhecer o resultado deste processo avaliativo?,Questão 25. Você consegue perceber que os resultados da autoavaliação institucional são utilizados na revisão do planejamento e das ações do IFSULDEMINAS?,Questão 25. Você consegue perceber que foram atendidos os pedidos e sugestões feitos nos questionários das semanas de autoavaliações anteriores?,Questão 26. Como você avalia o programa de assistência à saúde.,Questão 26. Como você avalia o programa de apoio às pessoas com necessidades educacionais específicas,Questão 26. Como você avalia o programa de auxílio estudantil.,"Questão 26. Como você avalia o programa de auxílio à participação em eventos acadêmicos, científicos e tecnológicos.",Questão 26. Como você avalia o programa de mobilidade estudantil nacional e internacional.,Questão 26. Como você avalia o programa de acompanhamento psicológico.,Questão 26. Como você avalia o programa de acompanhamento pedagógico.,Questão 26. Como você avalia o programa de acompanhamento de serviço social,"Questão 26. Como você avalia o programa de incentivo ao esporte, ao lazer e a cultura","Questão 26. Como você avalia a organização de grêmios estudantis, centros acadêmicos e diretórios acadêmicos",Questão 26. Como você avalia a divulgação dos programas de atendimento aos discentes,Questão 27. Como você avalia a compatibilidade entre cursos oferecidos e os recursos disponíveis para cada curso?,Questão 28. Você considera que os recursos financeiros destinados ao IFSULDEMINAS para o desenvolvimento de suas atividades são  suficientes e completos?,Questão 29. Como você avalia a eficiência e eficácia com que os recursos financeiros do IFSULDEMINAS são aplicados?
Discente do Superior,Pouso Alegre,8°,Bacharelado Engenharia Química,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Sim,Sim,Sim,Regular,Regular,Regulares,Bom/Boa,Muito bom/boa,Regular,Muito Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Boa,Muito ruim,Muito bom,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Bons,Não,Não,Não sei responder,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Muito bom,Muito bom,Bom,Bom,Regular,Bom,Muito bom,Ruim,Regular,Regular,Regular,Regulares,Regulares
Discente do Superior,Pouso Alegre,8°,Bacharelado Engenharia Química,Concordo plenamente,Concordo plenamente,Concordo plenamente,"Não concordo, nem discordo",Concordo plenamente,"Não concordo, nem discordo",Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Sim,Não,Não,Boa,Boa,Bons,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Bom/Boa,Bom/Boa,Muito ruim,Regular,Bom,Ruim,Ruim,Bons/Boas,Bons/Boas,Regulares,Muito ruins,Bons/Boas,Bom,Boas,Regulares,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não sei responder,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Bom,Bom,Bom,Regular,Regulares,Regulares
Discente do Superior,Pouso Alegre,8°,Bacharelado Engenharia Química,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Prefiro não responder,Concordo plenamente,Concordo,Concordo,Concordo,Concordo,Não,Prefiro não responder,Prefiro não responder,Não,Boa,Regular,Regulares,Muito bom/boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Regular,Regular,Regular,Regular,Muito bom,Regular,Boa,Regular,Regulares,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Regular,Boas,Bons,Não,Não,Totalmente eficiente,Sim,Totalmente perceptível,Não sei responder,Não sei,Não sei,Muito bom,Regular,Muito bom,Não sei,Não sei,Não sei,Não sei,Ruim,Bom,Regular,Regulares,Regulares
Docente,Machado,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Concordo,"Não concordo, nem discordo",Parcialmente,Concordo,Concordo,Discordo,Concordo plenamente,Concordo,Parcialmente,Não,Não,Sim,Boa,Boa,Regulares,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bons/Boas,Bons/Boas,Regulares,Regulares,Regulares,Regular,Regular,Regulares,Sim,Não,Não sei responder,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Bom,Bom,Regular,Regulares,Regulares
Discente do Superior,Pouso Alegre,8°,Bacharelado Engenharia Química,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Sim,Sim,Sim,Sim,Ruim,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Boa,Bom,Regular,Regular,Ruim,Bons/Boas,Regulares,Ruins,Regulares,Regulares,Bom,Boas,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regulares,Regulares
Discente do Superior,Pouso Alegre,10°,Bacharelado Engenharia Química,Concordo,Concordo,Concordo,Concordo plenamente,Concordo,Concordo plenamente,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Concordo plenamente,Não,Prefiro não responder,Prefiro não responder,Sim,Boa,Muito boa,Muito bons,Bom/Boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom,Regular,Regular,Ruim,Bons/Boas,Ruins,Ruins,Regulares,Muito Bons/Boas,Bom,Regular,Regulares,Não,Não,Eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Regular,Regular,Regular,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Prefiro não responder,Boas
TAE,Machado,,,"Não concordo, nem discordo",Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo plenamente,Parcialmente,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo plenamente,Concordo,Parcialmente,Sim,Sim,Sim,Boa,Regular,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Muito bom,Boa,Não sei responder,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Regular,Bons,Sim,Sim,Eficiente,Sim,Perceptível,Não sei responder,Bom,Bom,Muito bom,Muito bom,Muito bom,Não sei,Não sei,Bom,Não sei,Não sei,Bom,Boa,Regulares,Boas
Discente do Superior,Machado,4°,Bacharelado Zootecnia,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Não,Não concordo nem discordo,Concordo plenamente,Concordo,Concordo,Concordo,Parcialmente,Prefiro não responder,Prefiro não responder,Sim,Regular,Regular,Regulares,Muito bom/boa,Bom/Boa,Muito bom/boa,Bom/Boa,Bom/Boa,Regular,Regular,Ruim,Ruim,Muito ruim,Regular,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Regular,Muito ruins,Prefiro não responder,Sim,Eficiente,Sim,Imperceptível,Imperceptível,Regular,Regular,Muito bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Ruins,Regulares
Discente do Superior,Pouso Alegre,8°,Bacharelado Engenharia Química,Concordo,Concordo,Discordo,Discordo plenamente,Discordo,"Não concordo, nem discordo",Não,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não,Não,Não,Sim,Ruim,Muito ruim,Ruins,Bom/Boa,Ruim,Regular,Regular,Regular,Regular,Regular,Muito ruim,Regular,Ruim,Regular,Muito ruim,Muito ruins,Ruins,Muito ruins,Muito ruins,Regulares,Ruim,Ruins,Regulares,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Ruim,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Ruim,Não sei responder,Ruins
Discente do Superior,Pouso Alegre,10°,Bacharelado Engenharia Química,Concordo,Concordo,Concordo,Discordo plenamente,Discordo,Discordo plenamente,Parcialmente,Discordo,Discordo,Discordo,Discordo,Discordo,Prefiro não responder,Não,Não,Sim,Regular,Ruim,Regulares,Bom/Boa,Bom/Boa,Regular,Ruim,Bom/Boa,Regular,Regular,Muito ruim,Regular,Muito ruim,Ruim,Ruim,Regulares,Muito ruins,Muito ruins,Muito ruins,Muito ruins,Regular,Muito ruins,Muito ruins,Sim,Não,Ineficiente,Sim,Não sei responder,Não sei responder,Regular,Bom,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Muito ruim,Muito ruim,Ruim,Ruins,Regulares
Discente do Superior,Pouso Alegre,8°,Bacharelado Engenharia Química,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Concordo,"Não concordo, nem discordo",Parcialmente,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não,Sim,Prefiro não responder,Não,Boa,Regular,Regulares,Muito bom/boa,Regular,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Regular,Bom,Regular,Regular,Bons/Boas,Regulares,Regulares,Regulares,Ruins,Regular,Regular,Regulares,Não,Não,Ineficiente,Sim,Perceptível,Não sei responder,Não sei,Não sei,Bom,Não sei,Não sei,Regular,Não sei,Não sei,Muito bom,Não sei,Regular,Regular,Ruins,Ruins
Discente do Superior,Machado,10°,Bacharelado Zootecnia,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Prefiro não responder,Prefiro não responder,Prefiro não responder,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Bom/Boa,Regular,Regular,Regular,Regular,Boa,Regular,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bom,Boas,Muito bons,Prefiro não responder,Não,Prefiro não responder,Sim,Perceptível,Perceptível,Regular,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Prefiro não responder,Prefiro não responder,Prefiro não responder
Discente do Superior,Machado,4°,Bacharelado Zootecnia,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Discordo,Discordo,Discordo,Discordo,Discordo,Parcialmente,Não,Não,Sim,Regular,Regular,Regulares,Regular,Regular,Regular,Ruim,Ruim,Muito ruim,Muito ruim,Ruim,Regular,Muito ruim,Regular,Ruim,Ruins,Regulares,Ruins,Muito ruins,Ruins,Regular,Regular,Ruins,Prefiro não responder,Prefiro não responder,Ineficiente,Sim,Imperceptível,Imperceptível,Regular,Regular,Regular,Ruim,Regular,Regular,Regular,Regular,Ruim,Ruim,Ruim,Regular,Ruins,Ruins
Discente do Técnico,Passos,3°,Técnico em Produção de Moda | Integrado,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Parcialmente,Não,Não,Sim,Regular,Regular,Bons,Bom/Boa,Ruim,Regular,Regular,Regular,Ruim,Bom/Boa,Regular,Ruim,Ruim,Ruim,Muito ruim,Regulares,Ruins,Muito ruins,Muito ruins,Ruins,Regular,Regular,Muito bons,Não,Não,Não sei responder,Sim,Totalmente perceptível,Totalmente perceptível,Muito ruim,Muito ruim,Ruim,Muito ruim,Bom,Muito bom,Bom,Bom,Muito bom,Muito ruim,Muito bom,Muito ruim,Ruins,Ruins
Discente do Superior,Machado,10°,Licenciatura Ciências Biológicas,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Parcialmente,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo plenamente,Concordo,Parcialmente,Sim,Não,Sim,Regular,Regular,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Bom,Bom,Regular,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Muito Bons/Boas,Bons/Boas,Bom,Regular,Regulares,Sim,Não,Eficiente,Sim,Perceptível,Totalmente perceptível,Bom,Bom,Bom,Regular,Regular,Regular,Bom,Regular,Bom,Regular,Muito bom,Boa,Bons,Boas
Discente do Superior,Muzambinho,8°,Licenciatura Pedagogia EaD,Concordo plenamente,Concordo plenamente,Concordo,Concordo,Concordo,Concordo,Não,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Não,Não,Não,Sim,Boa,Boa,Bons,Bom/Boa,Muito bom/boa,Não sei responder,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Muito boa,Bom,Muito bom,Muito boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Regulares,Muito bom,Boas,Regulares,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Ruim,Não sei,Ruim,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei responder,Bons,Muito boas
Discente do Superior,Machado,4°,Licenciatura Ciências Biológicas,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Prefiro não responder,Não,Não,Prefiro não responder,Boa,Boa,Bons,Bom/Boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Ruim,Regular,Regular,Regular,Boa,Boa,Regulares,Regulares,Regulares,Regulares,Regulares,Regular,Não sei responder,Regulares,Prefiro não responder,Prefiro não responder,Eficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Regular,Prefiro não responder,Regular,Regular,Bom,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Ruim,Ruim,Regular,Ruins,Regulares
Discente do Superior,Muzambinho,2°,Licenciatura Pedagogia EaD,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo plenamente,Sim,Concordo,Concordo,Concordo,Concordo,Concordo plenamente,Sim,Não,Não,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Não,Não,Eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
Discente do Técnico,Carmo de Minas,3°  ,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Concordo,Concordo plenamente,Concordo,Parcialmente,Concordo,Concordo,Discordo,Concordo,Concordo,Parcialmente,Prefiro não responder,Prefiro não responder,Não,Não sei responder,Não sei responder,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Bom,Não sei responder,Regulares,Não sei responder
Docente,Passos,,,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Concordo,Sim,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Parcialmente,Sim,Sim,Sim,Boa,Regular,Regulares,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Bom/Boa,Regular,Regular,Boa,Muito bom,Muito bom,Regular,Regular,Bons/Boas,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Boas,Muito bons,Sim,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Muito bom,Muito bom,Muito bom,Regular,Bom,Bom,Muito bom,Muito bom,Bom,Bom,Bom,Boa,Bons,Boas
Discente do Superior,Machado,10°,Bacharelado Ciência e Tecnologia de Alimentos,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Prefiro não responder,Prefiro não responder,Não,Muito boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Regular,Regular,Ruins,Não,Não,Não sei responder,Não,Perceptível,Perceptível,Bom,Bom,Muito bom,Bom,Muito bom,Bom,Muito bom,Bom,Muito bom,Bom,Muito bom,Regular,Regulares,Regulares
Docente,Machado,,,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Sim,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Discordo,Sim,Sim,Sim,Sim,Boa,Boa,Bons,Muito bom/boa,Regular,Bom/Boa,Regular,Regular,Regular,Regular,Ruim,Muito bom,Bom,Muito boa,Boa,Regulares,Regulares,Regulares,Regulares,Regulares,Regular,Boas,Ruins,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Muito bom,Muito bom,Bom,Regular,Bom,Regular,Ruim,Bom,Regular,Regulares,Regulares
Discente do Técnico,Carmo de Minas,3°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Sim,Sim,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Sim,Sim,Totalmente eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
Discente do Técnico,Machado,2°,Suporte e Manutenção de Computadores - EaD | Subsequente,Concordo,Concordo plenamente,Concordo,Concordo,Concordo,Concordo,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Não,Não,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Não,Não,Totalmente eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Bom,Bom,Regular,Muito bom,Bom,Bom,Muito bom,Bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
Discente do Técnico,Machado,3°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Discordo,Discordo,"Não concordo, nem discordo",Discordo,"Não concordo, nem discordo",Parcialmente,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Não,Boa,Boa,Regulares,Regular,Ruim,Ruim,Regular,Ruim,Ruim,Muito ruim,Muito ruim,Bom,Regular,Regular,Regular,Muito ruins,Muito ruins,Muito ruins,Regulares,Bons/Boas,Não sei responder,Boas,Muito ruins,Sim,Prefiro não responder,Totalmente eficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Ruim,Bom,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Muito ruim,Ruim,Muito ruim,Muito ruim,Ruim,Ruins,Ruins
TAE,Machado,,,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Sim,Concordo,Discordo,Concordo,Concordo,Discordo,Sim,Sim,Sim,Sim,Muito boa,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Regular,Regulares,Regulares,Regulares,Regulares,Regulares,Regular,Regular,Regulares,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regulares,Regulares
TAE,Três Corações,,,Concordo,Concordo plenamente,Concordo,Discordo,Discordo,"Não concordo, nem discordo",Sim,Concordo,Concordo,Concordo,Concordo plenamente,Discordo,Sim,Sim,Sim,Sim,Regular,Muito ruim,Muito ruins,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Bom/Boa,Regular,Muito ruim,Muito bom,Muito bom,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Regular,Boas,Bons,Sim,Sim,Nem eficiente e nem ineficiente,Sim,Imperceptível,Imperceptível,Regular,Bom,Bom,Ruim,Ruim,Ruim,Bom,Regular,Bom,Regular,Ruim,Boa,Regulares,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo plenamente,Concordo,Não,Não,Não,Não,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não,Não,Não sei responder,Sim,Totalmente perceptível,Não sei responder,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Bons,Boas
TAE,Passos,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Sim,Sim,Sim,Boa,Regular,Regulares,Muito bom/boa,Bom/Boa,Bom/Boa,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Boa,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Regulares,Regulares,Regulares,Regulares,Bons/Boas,Bom,Regular,Bons,Não,Não,Não sei responder,Sim,Perceptível,Não é perceptível nem imperceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Ruins,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Não,Não,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Não,Não,Totalmente eficiente,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
TAE,Muzambinho,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,"Não concordo, nem discordo","Não concordo, nem discordo",Discordo,Sim,Concordo plenamente,Discordo,Concordo,Concordo plenamente,Não concordo nem discordo,Sim,Sim,Sim,Sim,Boa,Boa,Regulares,Bom/Boa,Bom/Boa,Não sei responder,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Regular,Não sei responder,Não sei responder,Regular,Ruim,Bons/Boas,Bons/Boas,Regulares,Regulares,Regulares,Bom,Não sei responder,Regulares,Sim,Sim,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Imperceptível,Bom,Bom,Bom,Bom,Não sei,Bom,Regular,Muito bom,Bom,Bom,Bom,Não sei responder,Muito ruins,Regulares
